code;traduction;titre;nb_rattachements;nb_concept;passages_concept;lectures_ouverture
64-0621;SKN;Le Procès;24;7;Apocalypse 10:0 | Hebreux 13:8 | Hebreux 4:12 | Jacques 5:14 | Luc 17:30 | Malachie 4:0 | Marc 16:0;Marc 16:0
64-0629;SKN;Le Dieu Puissant Dévoilé Devant Nous;16;13;Actes 2:0 | Actes 4:0 | Deuteronome 18:15 | Ezechiel 2:3 | Genese 18:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 1:0 | Jean 12:20 | Jean 1:0 | Joel 2:28 | Malachie 3:0 | Philippiens 2:0;
64-0629;VGR;Le Dieu Puissant dévoilé devant nous;17;13;Actes 2:0 | Actes 4:0 | Deuteronome 18:15 | Ezechiel 2:3 | Genese 18:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 1:0 | Jean 12:20 | Jean 1:0 | Joel 2:28 | Malachie 3:0 | Philippiens 2:0;
64-0705;SKN;Le Chef-D’œuvre;13;10;Apocalypse 10:0 | Apocalypse 3:0 | Jean 12:0 | Jean 12:24 | Jean 14:0 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Marc 9:7 | Matthieu 24:24;
64-0705;VGR;Le Chef-d’œuvre;14;10;Apocalypse 10:0 | Apocalypse 3:0 | Jean 12:0 | Jean 12:24 | Jean 14:0 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Marc 9:7 | Matthieu 24:24;
64-0705X;SKN;Entretien Privé (Entretien Avec La Soeur Bruce);1;1;Jean 5:24;
64-0705X;VGR;Entretien privé;1;1;Jean 5:24;
64-0719E;SKN;Sortir du camp;5;5;Actes 19:0 | Hebreux 13:0 | Hebreux 13:10 | Hebreux 13:8 | Matthieu 17:4;
64-0719E;VGR;Sortir du camp;4;4;Actes 19:0 | Hebreux 13:10 | Hebreux 13:12 | Matthieu 17:4;
64-0719M;SKN;La Fête Des Trompettes;59;34;Actes 19:0 | Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:7 | Apocalypse 11:0 | Apocalypse 17:8 | Apocalypse 19:0 | Apocalypse 8:0 | Apocalypse 8:7 | Apocalypse 9:0 | Apocalypse 9:1 | Apocalypse 9:13 | Esaie 18:0 | Esaie 18:1 | Esaie 27:0 | Esaie 27:12 | Ezechiel 9:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 1:0 | Hebreux 1:1 | Hebreux 4:0 | Hebreux 4:12 | Jean 5:24 | Levitique 12:0 | Levitique 16:0 | Levitique 23:0 | Levitique 23:26 | Luc 17:0 | Luc 17:30 | Luc 17:33 | Luc 22:0 | Malachie 3:0 | Malachie 4:0;
64-0719M;VGR;La fête des Trompettes;52;30;Actes 19:0 | Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:7 | Apocalypse 11:0 | Apocalypse 17:8 | Apocalypse 19:0 | Apocalypse 8:0 | Apocalypse 8:7 | Apocalypse 9:0 | Apocalypse 9:1 | Apocalypse 9:13 | Esaie 18:0 | Esaie 18:1 | Esaie 27:12 | Genese 1:0 | Hebreux 13:8 | Hebreux 1:0 | Hebreux 4:12 | Jean 5:24 | Levitique 12:0 | Levitique 16:0 | Levitique 23:0 | Levitique 23:26 | Luc 17:0 | Luc 17:30 | Luc 17:33 | Luc 22:0 | Malachie 3:0 | Malachie 4:0;
64-0726E;SKN;Des Citernes Crevassées;6;6;Jean 14:0 | Jean 3:16 | Jean 7:37 | Jeremie 2:0 | Jeremie 2:14 | Psaumes 36:9;
64-0726E;VGR;Des citernes crevassées;6;6;Jean 14:0 | Jean 3:16 | Jean 7:37 | Jeremie 2:0 | Jeremie 2:14 | Psaumes 36:9;
64-0726M;SKN;Reconnaître Votre Jour Et Son Message;9;6;2 Timothee 3:0 | Apocalypse 11:0 | Apocalypse 3:0 | Ezechiel 37:0 | Malachie 3:0 | Malachie 4:0;
64-0726M;VGR;Reconnaître votre jour et son Message;7;5;Apocalypse 11:0 | Apocalypse 3:0 | Ezechiel 37:0 | Malachie 3:0 | Malachie 4:0;
64-0802;SKN;La Demeure Future De L’Époux Céleste Et De L’Épouse Terrestre;30;24;2 Pierre 3:0 | Apocalypse 11:0 | Apocalypse 21:0 | Apocalypse 21:18 | Apocalypse 21:2 | Apocalypse 21:23 | Apocalypse 21:3 | Apocalypse 2:0 | Apocalypse 2:7 | Apocalypse 6:14 | Ephesiens 1:10 | Esaie 4:5 | Esaie 65:0 | Esaie 65:17 | Esaie 65:25 | Esaie 9:6 | Genese 1:1 | Hebreux 11:0 | Hebreux 4:0 | Jean 14:0 | Malachie 3:0 | Matthieu 19:28 | Matthieu 5:5 | Tite 3:5;
64-0802;VGR;La Demeure future de l’Époux Céleste et de l’Épouse terrestre;29;23;Apocalypse 11:0 | Apocalypse 21:0 | Apocalypse 21:18 | Apocalypse 21:2 | Apocalypse 21:23 | Apocalypse 21:3 | Apocalypse 2:0 | Apocalypse 2:7 | Apocalypse 6:14 | Ephesiens 1:10 | Esaie 4:5 | Esaie 65:0 | Esaie 65:17 | Esaie 65:25 | Esaie 9:6 | Genese 1:1 | Hebreux 11:0 | Hebreux 4:0 | Jean 14:0 | Malachie 3:0 | Matthieu 19:28 | Matthieu 5:5 | Tite 3:5;
64-0816;SKN;Confirmant Sa Parole;26;20;1 Thessaloniciens 5:21 | Apocalypse 17:8 | Apocalypse 22:0 | Esaie 9:6 | Hebreux 13:8 | Hebreux 4:12 | Hebreux 4:15 | Hebreux 6:0 | Jean 14:12 | Jean 1:0 | Jean 5:19 | Joel 2:28 | Luc 17:30 | Luc 24:49 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Marc 4:0 | Marc 5:0 | Matthieu 24:24;
64-0816;VGR;Prouvant Sa Parole;22;17;Apocalypse 22:0 | Esaie 9:6 | Hebreux 13:8 | Hebreux 4:12 | Hebreux 4:15 | Hebreux 6:0 | Jean 14:12 | Jean 1:0 | Joel 2:28 | Luc 17:30 | Luc 24:49 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Marc 4:0 | Marc 5:0 | Matthieu 24:24;
64-0823E;SKN;Questions Et Réponses N°2;9;9;Genese 6:0 | Hebreux 11:0 | Hebreux 7:0 | Jean 14:0 | Jean 14:26 | Matthieu 10:41 | Matthieu 12:0 | Matthieu 12:40 | Matthieu 24:0;
64-0823E;VGR;Questions et réponses #2;10;10;Genese 6:0 | Hebreux 11:0 | Hebreux 7:0 | Jean 14:0 | Jean 14:26 | Matthieu 10:41 | Matthieu 12:0 | Matthieu 12:40 | Matthieu 24:0 | Tite 1:0;
64-0823M;SKN;Questions Et Réponses N°1;15;14;1 Timothee 2:9 | Actes 10:47 | Actes 19:0 | Actes 22:16 | Apocalypse 20:4 | Galates 1:8 | Genese 6:4 | Jean 5:19 | Luc 21:36 | Marc 16:0 | Matthieu 24:19 | Matthieu 24:24 | Matthieu 24:26 | Matthieu 24:28;
64-0823M;VGR;Questions et réponses #1;15;14;Actes 10:47 | Actes 19:0 | Actes 22:16 | Apocalypse 20:4 | Galates 1:8 | Genese 6:4 | Jean 5:19 | Luc 21:36 | Marc 16:0 | Matthieu 24:19 | Matthieu 24:24 | Matthieu 24:26 | Matthieu 24:28 | Psaumes 23:0;
64-0830E;SKN;Questions Et Reponses N°4;20;14;2 Timothee 4:0 | Apocalypse 10:0 | Apocalypse 12:0 | Apocalypse 22:8 | Apocalypse 7:0 | Genese 6:3 | Job 14:0 | Job 14:21 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Marc 16:18 | Matthieu 24:28 | Romains 7:14-18;
64-0830E;VGR;Questions et réponses #4;18;12;Apocalypse 10:0 | Apocalypse 22:8 | Apocalypse 7:0 | Genese 6:3 | Job 14:0 | Job 14:21 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Marc 16:18 | Matthieu 24:28 | Romains 7:14-18;
64-0830M;SKN;Questions Et Réponses N°3;29;25;Actes 20:0 | Actes 9:0 | Apocalypse 11:0 | Apocalypse 11:3-12 | Apocalypse 11:4 | Apocalypse 13:0 | Apocalypse 1:0 | Apocalypse 20:0 | Apocalypse 20:27 | Apocalypse 20:7 | Ezechiel 9:0 | Habakuk 2:1 | Habakuk 2:14 | Hebreux 13:12 | Jean 14:0 | Jean 14:12 | Jean 17:17 | Jean 5:24 | Marc 13:27 | Marc 16:0 | Matthieu 10:0 | Zacharie 4:0 | Zacharie 4:121 | apocalypse 20:12 | zacharie 4:12;
64-0830M;VGR;Questions et réponses #3;26;22;Actes 20:0 | Actes 9:0 | Apocalypse 11:0 | Apocalypse 11:3-12 | Apocalypse 11:4 | Apocalypse 13:0 | Apocalypse 1:0 | Apocalypse 20:0 | Apocalypse 20:27 | Apocalypse 20:7 | Ezechiel 9:0 | Hebreux 13:12 | Jean 14:0 | Jean 14:12 | Jean 17:17 | Jean 5:24 | Marc 13:27 | Marc 16:0 | Matthieu 10:0 | Zacharie 4:0 | Zacharie 4:12-14 | apocalypse 20:5;
64-1205;SKN;Le Chef-d'oeuvre identifie de Dieu;5;5;Actes 2:0 | Apocalypse 22:0 | Genese 22:0 | Marc 16:0 | Marc 9:7;
64-1205;VGR;Le chef-d’œuvre de Dieu identifié;4;4;Actes 2:0 | Genese 22:0 | Marc 16:0 | Marc 9:7;
64-1212;SKN;Le Temps de la moisson;17;13;Actes 10:49 | Apocalypse 17:0 | Apocalypse 1:0 | Apocalypse 22:18 | Hebreux 13:8 | Jean 14:12 | Jean 1:0 | Jean 6:48 | Luc 17:20 | Malachie 4:0 | Matthieu 24:24 | Romains 8:0 | actes 10:44;
64-1221;SKN;Pourquoi Il Fallait Que Ça Soit Les Bergers;9;9;Esaie 53:6 | Jean 10:0 | Jean 14:12 | Job 38:7 | Joel 2:28 | Luc 1:52 | Matthieu 24:24 | Matthieu 5:0 | Zacharie 14:7;
64-1221;VGR;Pourquoi un Berger;9;9;Esaie 53:6 | Jean 10:0 | Jean 14:12 | Job 38:7 | Joel 2:28 | Luc 1:52 | Matthieu 24:24 | Matthieu 5:0 | Zacharie 14:7;
64-1227;SKN;Qui Dites-Vous Que C’est?;2;2;Hebreux 13:8 | Jean 6:0;
64-1227;VGR;Qui dites-vous que C’est?;2;2;Hebreux 13:8 | Jean 6:0;
65-0117;SKN;Un Paradoxe;16;11;Apocalypse 10:0 | Apocalypse 22:18 | Apocalypse 6:0 | Exode 19:0 | Hebreux 11:3 | Hebreux 13:8 | Jean 14:12 | Jean 6:0 | Josue 10:12-14 | Luc 22:17 | Marc 11:22;
65-0118;SKN;La Semence De Discorde;8;6;Apocalypse 22:18 | Genese 1:0 | Jean 14:12 | Jean 1:0 | Luc 22:0 | Matthieu 24:24;Matthieu 13:0 | Matthieu 24:24
65-0118;VGR;La semence de discorde;8;6;Apocalypse 22:18 | Genese 1:0 | Jean 14:12 | Jean 1:0 | Luc 22:0 | Matthieu 24:24;Matthieu 13:0 | Matthieu 24:24
65-0119;SKN;Le Dieu Qui Est Riche En Miséricorde;6;4;Apocalypse 22:18 | Exode 19:4 | Luc 17:30 | Malachie 4:0;
65-0119;VGR;Le Dieu qui est riche en miséricorde;6;4;Apocalypse 22:18 | Exode 19:4 | Luc 17:30 | Malachie 4:0;
65-0120;SKN;Ne T'Appuie Pas Sur Ton Intelligence;6;6;Galates 1:8 | Jean 10:0 | Luc 17:30 | Proverbes 2:0 | Proverbes 3:0 | Proverbes 3:1;
65-0120;VGR;Ne t’appuie pas sur ton intelligence;6;6;Galates 1:8 | Jean 10:0 | Luc 17:30 | Proverbes 2:0 | Proverbes 3:0 | Proverbes 3:1;
65-0123;SKN;Des Citernes Crevassées;11;10;Actes 2:0 | Apocalypse 22:18 | Genese 17:0 | Hebreux 13:0 | Hebreux 13:8 | Jean 3:16 | Jean 7:37-38 | Job 7:20 | Psaumes 36:9 | Zacharie 13:0;
65-0123;VGR;Des citernes crevassées;10;9;Actes 2:0 | Apocalypse 22:18 | Genese 17:0 | Hebreux 13:0 | Hebreux 13:8 | Jean 3:16 | Jean 7:37-38 | Psaumes 36:9 | Zacharie 13:0;
65-0124;SKN;Les Douleurs De L'Enfantement;14;11;Actes 2:4 | Apocalypse 21:0 | Jean 16:0 | Jean 16:21 | Jean 3:16 | Jean 5:7 | Malachie 3:0 | Malachie 3:1 | Malachie 4:0 | Matthieu 24:0 | Matthieu 24:24;
65-0124;VGR;Les douleurs de l’enfantement;11;10;Apocalypse 21:0 | Jean 16:0 | Jean 16:21 | Jean 3:16 | Jean 5:7 | Malachie 3:0 | Malachie 3:1 | Malachie 4:0 | Matthieu 24:0 | Matthieu 24:24;
65-0125;SKN;Aujourd'hui Cette Écriture Est Accomplie;5;5;Esaie 61:0 | Esaie 61:1 | Jean 16:21 | Luc 17:30 | Matthieu 3:0;
65-0125;VGR;Aujourd’hui cette Écriture est accomplie;3;3;Esaie 61:0 | Luc 17:30 | Matthieu 3:0;
65-0206;SKN;Les Portes dans la porte;1;1;Apocalypse 22:18;
65-0206;VGR;Des portes à l’intérieur de la porte;1;1;Apocalypse 22:18;
65-0217;SKN;Un Homme Qui Fuit Loin De La Présence De Dieu;5;5;Apocalypse 22:0 | Jean 14:12 | Luc 17:30 | Malachie 4:0 | Psaumes 22:0;
65-0217;VGR;Un homme qui fuit la face de l’Éternel;5;5;Apocalypse 22:0 | Jean 14:12 | Luc 17:30 | Malachie 4:0 | Psaumes 22:0;
65-0218;SKN;La Semence N'hérite Pas Avec La Balle;14;12;Apocalypse 10:0 | Galates 4:27 | Hebreux 13:8 | Jean 14:12 | Jean 5:24 | Jean 5:7 | Luc 17:30 | Malachie 4:0 | Matthieu 24:24 | Romains 5:24 | Romains 8:0 | romains 5:11;
65-0218;VGR;La Semence n’hérite pas avec la balle;13;10;Apocalypse 10:0 | Galates 4:27 | Hebreux 13:8 | Jean 14:12 | Jean 5:24 | Jean 5:7 | Luc 17:30 | Malachie 4:0 | Matthieu 24:24 | Romains 8:1;
65-0219;SKN;Aujourd'hui Cette Ecriture Est Accomplie;19;17;Actes 2:38 | Apocalypse 10:0 | Apocalypse 3:0 | Daniel 12:4 | Esaie 40:0 | Esaie 61:0 | Esaie 61:1-2 | Genese 1:0 | Genese 23:0 | Hebreux 13:8 | Jean 16:0 | Jean 5:19 | Joel 2:38 | Luc 17:30 | Malachie 4:0 | Matthieu 24:0 | actes 2:38;
65-0219;VGR;Aujourd’hui cette Écriture est accomplie;17;16;Actes 2:38 | Apocalypse 10:0 | Apocalypse 3:0 | Daniel 12:4 | Esaie 40:0 | Esaie 61:0 | Esaie 61:1 | Genese 1:0 | Hebreux 13:8 | Jean 16:0 | Jean 5:19 | Joel 2:38 | Luc 17:30 | Malachie 4:0 | Matthieu 24:0 | actes 2:38;
65-0220;SKN;Le Lieu D'Adoration Que Dieu A Choisi;12;11;Apocalypse 4:7 | Deuteronome 16:0 | Deuteronome 16:1 | Exode 12:0 | Exode 12:3-6 | Hebreux 13:8 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Romains 8:1;
65-0220;VGR;Le lieu d’adoration que Dieu a choisi;12;11;Apocalypse 4:7 | Deuteronome 16:0 | Deuteronome 16:1 | Exode 12:0 | Exode 12:3 | Hebreux 13:8 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Romains 8:1;
65-0221E;SKN;Qui Est Ce Melchisédek?;16;12;Apocalypse 10:1-7 | Apocalypse 21:16 | Exode 33:2 | Genese 14:18 | Genese 18:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 7:1-3 | Hebreux 7:2 | Jean 4:0 | Malachie 4:0 | Romains 8:1;
65-0221E;VGR;Qui est ce Melchisédek?;15;11;Apocalypse 10:1-7 | Apocalypse 21:16 | Exode 33:2 | Genese 18:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 7:2 | Jean 4:0 | Malachie 3:1 | Malachie 4:0 | Romains 8:1;
65-0221M;SKN;Le Mariage Et Le Divorce;18;15;Actes 2:38 | Apocalypse 10:0 | Esaie 53:0 | Ezechiel 44:22 | Genese 3:0 | Genese 3:16 | Job 14:0 | Levitique 21:7 | Luc 17:0 | Matthieu 16:18 | Matthieu 28:19 | Matthieu 5:0 | Matthieu 5:32 | Romains 9:0 | Romains 9:14;
65-0221M;VGR;Le mariage et le divorce;18;15;Actes 2:38 | Apocalypse 10:0 | Esaie 53:0 | Ezechiel 44:22 | Genese 3:0 | Genese 3:16 | Job 14:0 | Levitique 21:7 | Luc 17:0 | Matthieu 16:18 | Matthieu 28:19 | Matthieu 5:0 | Matthieu 5:32 | Romains 9:0 | Romains 9:14;
65-0410;SKN;Le Sceau De Pâques;13;11;1 Thessaloniciens 4:16 | Apocalypse 1:17-18 | Galates 1:8 | Hebreux 13:8 | Jean 14:12 | Jean 1:0 | Jean 5:24 | Matthieu 27:0 | Matthieu 27:51 | Matthieu 28:1-10 | Romains 8:11;
65-0410;VGR;Le Sceau de Pâques;16;13;Apocalypse 1:17 | Apocalypse 1:17-18 | Galates 1:8 | Hebreux 13:8 | Jean 14:0 | Jean 14:12 | Jean 1:0 | Jean 5:24 | Matthieu 27:51 | Matthieu 28:1 | Matthieu 28:1-10 | Romains 8:0 | Romains 8:11;
65-0418E;SKN;Dieu Change-t-il De Pensée Au Sujet De Sa Parole?;4;4;Ephesiens 4:30 | Luc 17:30 | Matthieu 28:19 | Nombres 22:0;
65-0418E;VGR;Arrive-t-il à Dieu de changer d'avis à propos de Sa Parole?;4;4;Ephesiens 4:30 | Luc 17:30 | Matthieu 28:19 | Nombres 22:31;
65-0418M;SKN;C'est Le Lever Du Soleil (La Puissance Vivifiante);24;16;Actes 10:49 | Actes 19:0 | Apocalypse 1:0 | Apocalypse 1:18 | Hebreux 13:8 | Jean 14:12 | Jean 5:24 | Luc 17:30 | Malachie 4:0 | Marc 16:0 | Marc 16:1 | Matthieu 27:51 | Matthieu 28:18-19 | Romains 8:1 | Romains 8:11 | actes 10:44;
65-0418M;VGR;C’est le lever du soleil;22;13;Actes 10:49 | Actes 19:0 | Apocalypse 1:18 | Hebreux 13:8 | Jean 14:12 | Jean 5:24 | Luc 17:30 | Malachie 4:0 | Marc 16:1 | Matthieu 27:51 | Romains 8:1 | Romains 8:11 | actes 10:44;Apocalypse 1:0
65-0425;VGR;Le lieu d’adoration que Dieu a donné;16;15;Deuteronome 16:0 | Ephesiens 1:21 | Ephesiens 4:30 | Hebreux 13:8 | Jean 14:12 | Jean 1:0 | Jean 4:0 | Jean 5:43 | Malachie 4:0 | Marc 16:0 | Matthieu 1:23 | Matthieu 27:0 | Romains 11:0 | Romains 8:1 | Romains 8:11;
65-0425;SKN;Le Lieu D'adoration Auquel Dieu A Pourvu;14;13;Ephesiens 1:21 | Ephesiens 4:30 | Hebreux 13:8 | Jean 14:12 | Jean 5:43 | Luc 17:30 | Malachie 4:0 | Marc 16:0 | Matthieu 1:23 | Matthieu 27:0 | Romains 11:0 | Romains 8:1 | Romains 8:11;
65-0426;SKN;Dieu Confirmant Sa Parole;11;8;Hebreux 12:0 | Hebreux 13:8 | Hebreux 4:12 | Jean 3:16 | Malachie 3:0 | Malachie 4:0 | Marc 11:22 | Matthieu 11:0;
65-0426;VGR;Prouvant Sa Parole;13;10;Hebreux 13:8 | Hebreux 4:12 | Jean 14:12 | Jean 3:16 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Marc 11:22 | Matthieu 11:0 | Matthieu 28:0;
65-0427;SKN;Dieu change-t-il sa pensée au sujet de sa parole ?;6;6;Apocalypse 17:0 | Apocalypse 22:0 | Jean 14:12 | Jean 4:0 | Malachie 4:0 | Marc 16:0;
65-0427;VGR;Dieu change-t-Il d’avis?;6;6;Apocalypse 17:0 | Apocalypse 22:0 | Jean 14:12 | Jean 4:0 | Malachie 4:0 | Marc 16:0;
65-0429B;SKN;La Semence n'hérite pas avec la balle;11;10;Apocalypse 17:0 | Esaie 9:6 | Galates 4:27 | Galates 4:27-31 | Genese 2:0 | Jean 1:0 | Jean 5:24 | Luc 17:30 | Malachie 4:0 | Matthieu 1:18;
65-0429B;VGR;La semence n’héritera pas avec la balle;11;10;Apocalypse 17:0 | Esaie 9:6 | Galates 4:27 | Galates 4:27-31 | Genese 2:0 | Jean 1:0 | Jean 5:24 | Luc 17:30 | Malachie 4:0 | Matthieu 1:18;
65-0429E;SKN;Le Choix D'Une Épouse;4;4;Apocalypse 17:0 | Apocalypse 3:0 | Esaie 53:2 | Hebreux 13:8;
65-0429E;VGR;Le choix d’une Épouse;2;2;Esaie 53:2 | Hebreux 13:8;
65-0711;SKN;Honteux de Lui;4;4;Actes 2:38 | Genese 24:7 | Luc 24:49 | Marc 16:0;
65-0711;VGR;Honteux;4;4;Actes 2:38 | Genese 24:7 | Luc 24:49 | Marc 16:0;
65-0718E;VGR;La Nourriture spirituelle au temps convenable;7;7;Amos 3:7 | Jean 14:12 | Jean 1:0 | Joel 2:38 | Luc 17:30 | Malachie 4:0 | actes 2:38;
65-0718E;SKN;La Nourriture Spirituelle Au Temps Convenable;7;6;Jean 14:12 | Jean 1:0 | Joel 2:38 | Luc 17:30 | Malachie 4:0 | actes 2:38;
65-0718M;SKN;Rendre Un Service À Dieu En Dehors De Sa Volonté;18;10;1 Chroniques 13:0 | Actes 20:24 | Amos 3:7 | Apocalypse 10:0 | Deuteronome 4:0 | Joel 2:28 | Luc 17:30 | Luc 7:7 | Malachie 4:0 | Marc 7:7;
65-0718M;VGR;Essayer de rendre un service à Dieu sans que cela soit la volonté de Dieu;14;8;Amos 3:7 | Apocalypse 10:0 | Deuteronome 4:0 | Joel 2:28 | Luc 17:30 | Luc 7:7 | Malachie 4:0 | Marc 7:7;
65-0725E;SKN;Quelle Est L’attraction Sur La Montagne?;20;16;Apocalypse 10:1 | Apocalypse 16:9 | Apocalypse 1:0 | Esaie 29:6 | Esaie 40:0 | Jean 14:0 | Jean 14:12 | Luc 17:22 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Matthieu 21:1-11 | Matthieu 24:24 | Psaumes 22:0 | Zacharie 14:0 | Zacharie 9:0;
65-0725E;VGR;Quelle est l’attraction sur la montagne?;15;12;Apocalypse 1:0 | Esaie 40:0 | Jean 14:0 | Jean 14:12 | Luc 17:22 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Matthieu 21:1 | Psaumes 22:0 | Zacharie 14:0 | Zacharie 9:0;
65-0725M;SKN;Les Oints Du Temps De La Fin;43;18;Actes 19:0 | Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:7 | Apocalypse 16:13 | Ephesiens 5:1 | Hebreux 6:0 | Hebreux 6:4 | Jean 14:12 | Jean 5:39 | Luc 17:30 | Luc 18:0 | Malachie 4:0 | Matthieu 24:0 | Matthieu 24:24 | Matthieu 24:28 | Matthieu 5:24 | Matthieu 7:21;
65-0725M;VGR;Les oints du temps de la fin;38;15;Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:7 | Apocalypse 16:13 | Ephesiens 5:1 | Hebreux 6:0 | Jean 14:12 | Luc 17:30 | Luc 18:0 | Malachie 4:0 | Matthieu 24:0 | Matthieu 24:24 | Matthieu 24:28 | Matthieu 5:24 | Matthieu 7:21;
65-0801E;SKN;Les Événements Rendus Clairs Par La Prophétie;30;24;Apocalypse 10:0 | Apocalypse 1:1 | Esaie 40:3 | Esaie 50:6 | Esaie 53:12 | Esaie 53:7 | Esaie 53:9 | Esaie 9:6 | Genese 22:0 | Hebreux 13:8 | Hebreux 1:1 | Jean 15:0 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Psaumes 16:10 | Psaumes 22:0 | Psaumes 22:18 | Psaumes 22:7 | Psaumes 35:11 | Psaumes 41:9 | Romains 8:0 | Zacharie 11:12 | Zacharie 13:7;
65-0801E;VGR;Les événements rendus clairs par la prophétie;29;23;Apocalypse 1:1 | Esaie 40:3 | Esaie 50:6 | Esaie 53:12 | Esaie 53:7 | Esaie 53:9 | Esaie 9:6 | Genese 22:0 | Hebreux 13:8 | Hebreux 1:1 | Jean 15:0 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Psaumes 16:10 | Psaumes 22:0 | Psaumes 22:18 | Psaumes 22:7 | Psaumes 35:11 | Psaumes 41:9 | Romains 8:0 | Zacharie 11:12 | Zacharie 13:7;
65-0801M;SKN;Le Dieu De Cet Âge Mauvais;28;24;Actes 10:49 | Apocalypse 13:4 | Apocalypse 13:6 | Apocalypse 18:0 | Apocalypse 18:1 | Apocalypse 3:14 | Ephesiens 2:0 | Ephesiens 2:1 | Ephesiens 4:30 | Esaie 14:0 | Esaie 14:12 | Galates 1:1-4 | Hebreux 13:8 | Hebreux 7:0 | Jean 14:12 | Jean 1:0 | Jean 3:10 | Luc 17:30 | Malachie 4:0 | Matthieu 24:0 | Matthieu 27:15-23 | Matthieu 5:28 | Proverbes 3:5 | actes 10:44;
65-0801M;VGR;Le dieu de cet âge mauvais;31;27;Actes 10:49 | Apocalypse 13:4 | Apocalypse 13:6 | Apocalypse 18:0 | Apocalypse 18:1 | Apocalypse 3:14 | Ephesiens 2:0 | Ephesiens 2:1 | Ephesiens 2:2 | Ephesiens 4:30 | Esaie 14:0 | Esaie 14:12 | Galates 1:1 | Hebreux 13:8 | Hebreux 7:0 | Jean 14:12 | Jean 1:0 | Jean 3:10 | Jean 4:5 | Luc 17:30 | Malachie 4:0 | Matthieu 24:0 | Matthieu 24:24 | Matthieu 27:15 | Matthieu 5:28 | Proverbes 3:5 | actes 10:44;
65-0815;SKN;Et Tu Ne Le Sais Pas;2;2;Apocalypse 3:0 | Colossiens 1:15;
65-0815;VGR;Et tu ne le sais pas;2;2;Apocalypse 3:0 | Colossiens 1:15;
65-0822E;SKN;Le Filtre D'un Homme Qui Réfléchit;6;6;Apocalypse 1:0 | Ephesiens 5:26 | Exode 19:0 | Malachie 4:0 | Matthieu 24:24 | Nombres 19:9;
65-0822E;VGR;Le Filtre d’un homme qui réfléchit;8;6;Apocalypse 1:0 | Ephesiens 5:26 | Exode 19:0 | Malachie 4:0 | Matthieu 24:24 | Nombres 19:9;
65-0822M;SKN;Christ Est Révélé Dans Sa Propre Parole;26;16;Apocalypse 10:1 | Apocalypse 1:1 | Apocalypse 22:18 | Esaie 53:1 | Esaie 53:5 | Galates 1:8 | Hebreux 13:8 | Hebreux 1:1 | Hebreux 4:12 | Jean 14:12 | Jean 15:24 | Jean 1:1 | Jean 1:14 | Jeremie 1:6 | Luc 17:30 | Malachie 4:0;
65-0822M;VGR;Christ est révélé dans Sa propre Parole;25;15;Apocalypse 10:1 | Apocalypse 1:1 | Apocalypse 22:18 | Esaie 53:1 | Esaie 53:5 | Galates 1:8 | Hebreux 1:1 | Hebreux 4:12 | Jean 14:12 | Jean 15:24 | Jean 1:1 | Jean 1:14 | Jeremie 1:6 | Luc 17:30 | Malachie 4:0;
65-0829;SKN;L'Eden De Satan;9;7;Apocalypse 21:0 | Apocalypse 3:0 | Esaie 14:0 | Malachie 4:0 | Marc 16:0 | Matthieu 24:0 | Matthieu 24:24;Apocalypse 14:0 | Apocalypse 3:14
65-0829;VGR;L’Éden de Satan;8;8;Apocalypse 21:0 | Apocalypse 3:0 | Apocalypse 3:14 | Esaie 14:0 | Malachie 4:0 | Marc 16:0 | Matthieu 24:0 | Matthieu 24:24;
65-0911;SKN;La Puissance de Dieu pour la transformation;20;16;Apocalypse 10:0 | Apocalypse 3:0 | Ephesiens 1:5 | Ephesiens 5:26 | Esaie 14:0 | Esaie 14:12 | Esaie 9:6 | Genese 1:0 | Genese 4:0 | Genese 4:6 | Hebreux 10:26 | Jean 1:0 | Jean 4:0 | Matthieu 24:24 | Psaumes 14:1 | Psaumes 16:10;
